id,name,sku,alternate_names,category_id,short_description,description,dosage,price,is_blend,ingredients,research_applications
 ca7bc937-1066-463d-b083-b1e32bd16aa3,"ARA-290 (10mg)",YPB-GH-002,"",0d45a30b-2bf0-4142-a253-8e8ae7995f5e,"Premium lyophilized ARA-290 (10mg) for advanced general health research applications.","Premium lyophilized ARA-290 (10mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","10mg",95.00,false,"","general health, ara-290, wellness research, cellular health, longevity studies, metabolic health, lyophilized, reconstitution required"
 7c3aeb08-69a3-44cd-b8e2-48b93951a951,"ARA-290 (5mg)",YPB-REC-014,"",ccdfc037-7ac2-47f4-a8b3-4fe9a28092d9,"Premium lyophilized ARA-290 (5mg) for advanced recovery research applications.","Premium lyophilized ARA-290 (5mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","5mg",115.00,false,"","recovery, ara-290, tissue repair, regenerative medicine, injury recovery, lyophilized, reconstitution required"
 20970df9-17f9-4f5c-8660-18353f1c5842,"Adipotide (10mg)",YPB-WM-011,"",c9fd4370-fff7-4cf2-a613-b355097eebd5,"Premium lyophilized Adipotide (10mg) for advanced weight management research applications.","Premium lyophilized Adipotide (10mg) for advanced weight management research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","10mg",155.00,false,"","weight management, fat loss research, obesity studies, metabolic rate, body composition, lyophilized, reconstitution required"
 fa5f0a8c-d160-4589-896c-88d7177361ef,"B12 (10ml)",YPB-GH-003,"",0d45a30b-2bf0-4142-a253-8e8ae7995f5e,"Premium lyophilized B12 (10ml) for advanced general health research applications.","Premium lyophilized B12 (10ml) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","10ml",95.00,false,"","general health, b12, wellness research, cellular health, longevity studies, metabolic health, lyophilized, reconstitution required"
 fe755817-aed9-445d-879e-22950acd247e,"BPC-157 (10mg)",YPB-REC-002,"",ccdfc037-7ac2-47f4-a8b3-4fe9a28092d9,"Premium lyophilized BPC-157 (10mg) for advanced recovery research applications.","Premium lyophilized BPC-157 (10mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","10mg",115.00,false,"","recovery, bpc-157, tissue repair, regenerative medicine, injury recovery, lyophilized, reconstitution required"
 e17902ab-b43d-4a1a-96be-511e1e462880,"BPC-157 (10mg) / TB500 (10mg)",BPC-TB500-BLEND,"BPC-157 + TB500 Blend;Body Protection Compound + Thymosin Beta-4",87aa7fbb-dc00-4188-81c5-6913e3a4f07c,"Premium recovery blend combining BPC-157 and TB500 for accelerated healing","This powerful combination brings together two of the most researched recovery peptides. BPC-157 offers gastric protection and tendon/ligament repair, while TB500 promotes cell migration and angiogenesis.","BPC-157: 250-500mcg daily, TB500: 2.5mg twice weekly",149.99,true,"BPC-157 (10mg);TB500 (10mg)","Tissue repair, injury recovery, anti-inflammatory effects, wound healing"
 f63648de-c152-4fbe-a9c9-c1d5669a7b28,"BPC-157 (5mg)",YPB-REC-001,"",ccdfc037-7ac2-47f4-a8b3-4fe9a28092d9,"Premium lyophilized BPC-157 (5mg) for advanced recovery research applications.","Premium lyophilized BPC-157 (5mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","5mg",115.00,false,"","recovery, bpc-157, tissue repair, regenerative medicine, injury recovery, lyophilized, reconstitution required"
 69265ce1-49d8-462d-a256-4336754e05ed,"Body Protective Compound 157 (2mg)",YPB-REC-013,"",ccdfc037-7ac2-47f4-a8b3-4fe9a28092d9,"Premium lyophilized Body Protective Compound 157 (2mg) for advanced recovery research applications.","Premium lyophilized Body Protective Compound 157 (2mg) for advanced recovery research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","2mg",115.00,false,"","recovery, tissue repair, regenerative medicine, injury recovery, lyophilized, reconstitution required"
 20d0f10f-38fb-475d-9684-0ed3366a336a,"Brain Blend - Dihexa (10mg) / Tesofensine (250mcg) / BPC-157 (125mcg) x 60 Tablets",YPB-BRM-001,"",a9828eaa-3da0-4c62-8b7f-c083fc853525,"Research-grade Brain Blend - Dihexa (10mg) / Tesofensine (250mcg) / BPC-157 (125mcg) x 60 Tablets in convenient tablet form for brain & mood studies.","Research-grade Brain Blend - Dihexa (10mg) / Tesofensine (250mcg) / BPC-157 (125mcg) x 60 Tablets in convenient tablet form for brain & mood studies. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","10mg, 250mcg, 125mcg",124.20,true,"Brain Blend - Dihexa (10mg);Tesofensine (250mcg);BPC-157 (125mcg) x 60 Tablets","brain and mood, bpc-157, nootropics, cognitive enhancement, neuroprotection, brain health, tablet form, convenient dosing"
 7d38c863-486a-4b05-821f-4317633f53d5,"Bremelanotide (10mg)",YPB-SH-009,"",f8c9973e-0757-4f18-b547-d8ffbba68a46,"Premium lyophilized Bremelanotide (10mg) for advanced sexual health research applications.","Premium lyophilized Bremelanotide (10mg) for advanced sexual health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","10mg",145.00,false,"","sexual health, libido research, sexual function, hormone optimization, reproductive health, lyophilized, reconstitution required"
 333613da-7b36-487d-9dfc-941620ce5dfb,"CJC-1295 - With DAC (5mg)",YPB-FIT-002,"",2a9e7c68-2063-4c98-8df7-1f3d2362ce92,"Premium lyophilized CJC-1295 - With DAC (5mg) for advanced fitness & performance research applications.","Premium lyophilized CJC-1295 - With DAC (5mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","5mg",125.00,false,"","fitness and performance, cjc-1295 - w, muscle growth, performance enhancement, athletic research, body composition, lyophilized, reconstitution required"
 4db169d8-4e45-4374-a3cf-e329019e8795,"CJC-1295 / Ipamorelin Blend (5mg/5mg)",YPB-WM-013,"",c9fd4370-fff7-4cf2-a613-b355097eebd5,"Premium lyophilized CJC-1295 / Ipamorelin Blend (5mg/5mg) for advanced weight management research applications.","Premium lyophilized CJC-1295 / Ipamorelin Blend (5mg/5mg) for advanced weight management research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","5mg/5mg",155.00,true,"CJC-1295;Ipamorelin Blend (5mg;5mg)","weight management, cjc-1295, fat loss research, obesity studies, metabolic rate, body composition, lyophilized, reconstitution required"
 8526235b-8f6c-49f2-9224-19e6d9e0967d,"CJC-1295 Without DAC (10mg)",YPB-FIT-003,"",2a9e7c68-2063-4c98-8df7-1f3d2362ce92,"Premium lyophilized CJC-1295 Without DAC (10mg) for advanced fitness & performance research applications.","Premium lyophilized CJC-1295 Without DAC (10mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","10mg",125.00,false,"","fitness and performance, cjc-1295 w, muscle growth, performance enhancement, athletic research, body composition, lyophilized, reconstitution required"
 698ed0e3-11a5-4786-b426-6b88d7681596,"Cabergoline (0.5mg) x 30 Tablets",YPB-SH-010,"",f8c9973e-0757-4f18-b547-d8ffbba68a46,"Research-grade Cabergoline (0.5mg) x 30 Tablets in convenient tablet form for sexual health studies.","Research-grade Cabergoline (0.5mg) x 30 Tablets in convenient tablet form for sexual health studies. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","0.5mg",166.75,false,"","sexual health, libido research, sexual function, hormone optimization, reproductive health, tablet form, convenient dosing"
 98e0f657-9dec-4e7c-b7a9-ddd3bdb2060f,"Cagrilintide (2.5mg) / GLP-1 S (2.5mg)",YPB-BLD-004,"",6ccaa18b-fb85-43b5-a8d8-61ac7ab504f7,"Premium lyophilized Cagrilintide (2.5mg) / GLP-1 S (2.5mg) for advanced blends research applications.","Premium lyophilized Cagrilintide (2.5mg) / GLP-1 S (2.5mg) for advanced blends research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","2.5mg, 2.5mg",165.00,true,"Cagrilintide (2.5mg);GLP-1 S (2.5mg)","blends, glp-1 s, combination therapy, lyophilized, reconstitution required"
 3864635d-ee93-44f8-83a9-42e800263ebc,"Cagrilintide (5mg) / GLP-1 S (5mg)",YPB-BLD-005,"",6ccaa18b-fb85-43b5-a8d8-61ac7ab504f7,"Premium lyophilized Cagrilintide (5mg) / GLP-1 S (5mg) for advanced blends research applications.","Premium lyophilized Cagrilintide (5mg) / GLP-1 S (5mg) for advanced blends research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","5mg, 5mg",165.00,true,"Cagrilintide (5mg);GLP-1 S (5mg)","blends, glp-1 s, combination therapy, lyophilized, reconstitution required"
 931b776c-5833-40a5-a244-4261f8bdbce7,"DSIP (15mg)",YPB-BRM-004,"",a9828eaa-3da0-4c62-8b7f-c083fc853525,"Premium lyophilized DSIP (15mg) for advanced brain & mood research applications.","Premium lyophilized DSIP (15mg) for advanced brain & mood research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","15mg",175.50,false,"","brain and mood, dsip, nootropics, cognitive enhancement, neuroprotection, brain health, lyophilized, reconstitution required"
 5f3fb314-0a68-43f4-b629-49037f7754b3,"DSIP (5mg)",YPB-BRM-005,"",a9828eaa-3da0-4c62-8b7f-c083fc853525,"Premium lyophilized DSIP (5mg) for advanced brain & mood research applications.","Premium lyophilized DSIP (5mg) for advanced brain & mood research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","5mg",135.00,false,"","brain and mood, dsip, nootropics, cognitive enhancement, neuroprotection, brain health, lyophilized, reconstitution required"
 de077c56-f452-4d27-ab6b-1da5805c3329,"Dihexa (10mg) x 30 Tablets",YPB-BRM-002,"",a9828eaa-3da0-4c62-8b7f-c083fc853525,"Research-grade Dihexa (10mg) x 30 Tablets in convenient tablet form for brain & mood studies.","Research-grade Dihexa (10mg) x 30 Tablets in convenient tablet form for brain & mood studies. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","10mg",155.25,false,"","brain and mood, nootropics, cognitive enhancement, neuroprotection, brain health, tablet form, convenient dosing"
 efc64306-392d-4f79-b689-b4ba97cd0003,"Dihexa (8mg) x 30 Tablets",YPB-BRM-003,"",a9828eaa-3da0-4c62-8b7f-c083fc853525,"Research-grade Dihexa (8mg) x 30 Tablets in convenient tablet form for brain & mood studies.","Research-grade Dihexa (8mg) x 30 Tablets in convenient tablet form for brain & mood studies. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","8mg",155.25,false,"","brain and mood, nootropics, cognitive enhancement, neuroprotection, brain health, tablet form, convenient dosing"
 ac10789a-4337-4fde-b050-03b47a34684f,"Dulaglutide (1.5mg)",YPB-GLP-016,"",97c4d1a0-acac-44ac-8e56-34691862627d,"Premium lyophilized Dulaglutide (1.5mg) for advanced glp-1 peptides research applications.","Premium lyophilized Dulaglutide (1.5mg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","1.5mg",245.00,false,"","weight loss research, diabetes studies, appetite control, lyophilized, reconstitution required"
 63b902e6-5996-43a5-88b4-b22822c6efcd,"Epithalon (10mg)",YPB-BRM-006,"",a9828eaa-3da0-4c62-8b7f-c083fc853525,"Premium lyophilized Epithalon (10mg) for advanced brain & mood research applications.","Premium lyophilized Epithalon (10mg) for advanced brain & mood research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","10mg",135.00,false,"","brain and mood, nootropics, cognitive enhancement, neuroprotection, brain health, lyophilized, reconstitution required"
 c10f0b15-c2b0-43a9-b965-d6d53b0eadc1,"Epithalon (50mg)",YPB-BRM-007,"",a9828eaa-3da0-4c62-8b7f-c083fc853525,"Premium lyophilized Epithalon (50mg) for advanced brain & mood research applications.","Premium lyophilized Epithalon (50mg) for advanced brain & mood research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","50mg",243.00,false,"","brain and mood, nootropics, cognitive enhancement, neuroprotection, brain health, lyophilized, reconstitution required"
 f7e20034-c132-4a00-87c2-06ca30c01527,"Exenatide (5mcg)",YPB-GLP-017,"",97c4d1a0-acac-44ac-8e56-34691862627d,"Premium lyophilized Exenatide (5mcg) for advanced glp-1 peptides research applications.","Premium lyophilized Exenatide (5mcg) for advanced glp-1 peptides research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","5mcg",245.00,false,"","weight loss research, diabetes studies, appetite control, lyophilized, reconstitution required"
 5958a2f1-a24c-49b8-b288-cd96a59da726,"FOXO4 (10mg)",YPB-GH-004,"",0d45a30b-2bf0-4142-a253-8e8ae7995f5e,"Premium lyophilized FOXO4 (10mg) for advanced general health research applications.","Premium lyophilized FOXO4 (10mg) for advanced general health research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","10mg",95.00,false,"","general health, foxo4, wellness research, cellular health, longevity studies, metabolic health, lyophilized, reconstitution required"
 e2ab0f4a-0f34-44e7-9cdc-fd9e1bfdf7ef,"FTPP (5mg)",YPB-WM-010,"",c9fd4370-fff7-4cf2-a613-b355097eebd5,"Premium lyophilized FTPP (5mg) for advanced weight management research applications.","Premium lyophilized FTPP (5mg) for advanced weight management research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","5mg",155.00,false,"","weight management, ftpp, fat loss research, obesity studies, metabolic rate, body composition, lyophilized, reconstitution required"
 33e7f109-ed87-40e5-ac53-3f8f244d8f1c,"Follistatin 344 (1mg)",YPB-FIT-017,"",2a9e7c68-2063-4c98-8df7-1f3d2362ce92,"Premium lyophilized Follistatin 344 (1mg) for advanced fitness & performance research applications.","Premium lyophilized Follistatin 344 (1mg) for advanced fitness & performance research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","1mg",125.00,false,"","fitness and performance, muscle growth, performance enhancement, athletic research, body composition, lyophilized, reconstitution required"
 b4788920-793b-48b9-af6e-c8010a9277f5,"Fragment 176-191 (10mg)",YPB-WM-006,"",c9fd4370-fff7-4cf2-a613-b355097eebd5,"Premium lyophilized Fragment 176-191 (10mg) for advanced weight management research applications.","Premium lyophilized Fragment 176-191 (10mg) for advanced weight management research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","10mg",155.00,false,"","weight management, fat loss research, obesity studies, metabolic rate, body composition, lyophilized, reconstitution required"
 fb1492ed-d67d-4ffb-a2b1-30b1f710338e,"Fragment 176-191 (5mg)",YPB-WM-005,"",c9fd4370-fff7-4cf2-a613-b355097eebd5,"Premium lyophilized Fragment 176-191 (5mg) for advanced weight management research applications.","Premium lyophilized Fragment 176-191 (5mg) for advanced weight management research applications. This pharmaceutical-grade compound has been specifically formulated for laboratory research purposes. Each batch undergoes rigorous quality control testing with Certificate of Analysis available upon request. Manufactured in state-of-the-art facilities following strict protocols to ensure consistency and purity. For qualified researchers and institutions only. Not for human or veterinary use.","5mg",155.00,false,"","weight management, fat loss research, obesity studies, metabolic rate, body composition, lyophilized, reconstitution required"
